uuid,status,start_date,end_date,time,user_uuid,brand,type
f845562d-5c10-4f7e-87c3-d5c8a396ab20,DEREGISTERED,02/11/2022,01/01/2032,11:30:00,45ad93ec-9bd0-4c5a-a7c8-1c0bf8cab347,Toyota,5-seat
b784465b-d0da-41e2-8729-48e00d616804,DEREGISTERED,02/11/2022,01/01/2032,11:00:00,45ad93ec-9bd0-4c5a-a7c8-1c0bf8cab347,Toyota,5-seat
126beb16-31d4-425b-b926-204a9c6dd4e1,DEREGISTERED,02/11/2022,01/01/2032,13:00:00,45ad93ec-9bd0-4c5a-a7c8-1c0bf8cab347,Toyota,7-seat
4a5f0a59-fddb-4c92-b237-46b76c6cb506,DEREGISTERED,02/11/2022,01/01/2032,15:30:00,705a6537-b8ea-4c4d-be6a-2a2174f2e5b5,Toyota,7-seat
d8c3145c-b7f5-47c4-b70c-d4808c72ab68,DEREGISTERED,04/11/2022,01/01/2032,11:30:00,e0e6ce7f-8988-4783-b0b7-024acd129db4,Toyota,7-seat
28138539-706a-4ad2-a3e0-4d6b2ecf787e,DEREGISTERED,08/11/2022,01/01/2032,10:30:00,3cbee0f0-8fda-4980-a564-48dcfa89b92c,Toyota,7-seat
c5ab1c93-187d-4f2f-bd1c-dde204474c9e,DEREGISTERED,08/11/2022,01/01/2032,15:30:00,705a6537-b8ea-4c4d-be6a-2a2174f2e5b5,Toyota,7-seat
4e8dcb80-839b-4fc9-aeb0-acdd9cc38dc6,DEREGISTERED,16/11/2022,01/01/2032,13:30:00,32f9a33e-346c-412b-992f-e4e3ad8ee8e3,Toyota,7-seat
a569d7e4-e3aa-4e2e-ab5f-cf5d03980d9a,DEREGISTERED,03/11/2022,01/01/2032,14:00:00,b08ec1d9-94f2-48b6-b929-b321c242738b,Toyota,7-seat
b867da38-351a-4e14-aafe-5efc06e99287,DEREGISTERED,02/11/2022,01/01/2032,16:30:00,800ebc95-7065-42ec-a473-75143acf6806,Toyota,7-seat
a0b8db3c-4b38-47bc-b85e-20e9a958ff31,DEREGISTERED,02/11/2022,01/01/2032,17:30:00,a6644e3f-39b9-47ef-b8f7-d50b7ed4d1a9,Toyota,7-seat
26fd95d3-2977-4d1e-94fc-f544ab2451ee,DEREGISTERED,02/11/2022,01/01/2032,16:00:00,579b42bc-a92d-4b36-af7b-b1fbfc6ae078,Toyota,7-seat
f8f755f1-4c43-4950-89c7-86539259dd24,DEREGISTERED,03/11/2022,01/01/2032,12:30:00,800ebc95-7065-42ec-a473-75143acf6806,Toyota,7-seat
df229b25-f6c0-450c-972f-a3653322a4eb,DEREGISTERED,03/11/2022,01/01/2032,16:00:00,60c8d3f5-880c-4a29-b1ab-c3d46d8ce9a1,Toyota,7-seat
5af3af68-c016-49ca-be1f-557b9973ff7f,DEREGISTERED,03/11/2022,01/01/2032,16:30:00,60c8d3f5-880c-4a29-b1ab-c3d46d8ce9a1,Toyota,7-seat
cc17dda9-b04e-4aa8-9389-f7a00adeb9d3,DEREGISTERED,04/11/2022,01/01/2032,17:30:00,3cbee0f0-8fda-4980-a564-48dcfa89b92c,Toyota,7-seat
15925480-1751-4014-9897-e49ea93cf971,DEREGISTERED,07/11/2022,01/01/2032,12:30:00,45561c91-b238-4f2d-a433-649aec17ffb9,Toyota,7-seat
eb9e812c-e235-4aab-a574-8e24d1dde48c,DEREGISTERED,07/11/2022,01/01/2032,12:00:00,bd521b34-80cb-43bc-8f36-2c40411a67d5,Toyota,7-seat
ed9984ce-7525-4b3a-ac42-1708b261ff4b,DEREGISTERED,07/11/2022,01/01/2032,14:30:00,7a605d72-77ae-4f28-9819-b17f9edfd5ee,Toyota,7-seat
fd4ba2bb-5916-440d-8d0d-0aa5db0637b2,DEREGISTERED,07/11/2022,01/01/2032,16:00:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Toyota,7-seat
9e73bcf9-79e3-4fc0-825a-324590c5ef69,DEREGISTERED,07/11/2022,01/01/2032,17:30:00,79d227c8-6f64-49c5-8646-da7434b8d87d,Toyota,7-seat
04e4947c-4a83-4de4-8517-8c44aa767260,DEREGISTERED,07/11/2022,01/01/2032,17:00:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Toyota,7-seat
9f1bce5e-421e-431d-bade-c6498a86c339,DEREGISTERED,16/01/2023,01/01/2032,17:00:00,dd2e99db-0484-4ece-84f7-72a235bb0ce5,Toyota,7-seat
be0b5e72-01d5-4d6a-9734-19860228f85f,DEREGISTERED,09/11/2022,01/01/2032,12:30:00,705a6537-b8ea-4c4d-be6a-2a2174f2e5b5,Ford,7-seat
8ba82fc4-a493-4cb4-ab59-68322f9ae8f8,DEREGISTERED,09/11/2022,01/01/2032,16:30:00,4d492cc7-d38b-4efa-aa85-c19a06a69e1b,Ford,7-seat
14e28ddd-2650-4e8d-93fd-c2e97343ac95,DEREGISTERED,09/11/2022,01/01/2032,18:00:00,90968d1a-d609-46bb-a60a-2db0486990d6,Ford,7-seat
099d58c3-e7ec-44d4-9b15-8221c699e6b9,DEREGISTERED,10/11/2022,01/01/2032,16:00:00,96d9242e-13a6-4f82-ad53-62964a07c90f,Ford,7-seat
3306e0de-0ea1-46b2-95e2-8b20c175af5c,DEREGISTERED,10/11/2022,01/01/2032,17:00:00,96d9242e-13a6-4f82-ad53-62964a07c90f,Ford,7-seat
96702cfa-37ca-44e0-a364-75968d29e9bb,DEREGISTERED,11/11/2022,01/01/2032,16:30:00,4d492cc7-d38b-4efa-aa85-c19a06a69e1b,Ford,7-seat
97d3400d-87bc-4d13-81a8-81fe744d563e,DEREGISTERED,14/11/2022,01/01/2032,16:30:00,4d492cc7-d38b-4efa-aa85-c19a06a69e1b,Ford,7-seat
abb450cc-0c1b-4231-8187-10d586381fb7,DEREGISTERED,17/11/2022,01/01/2032,14:30:00,b9a90eea-b175-42df-969a-078be63283b7,Ford,7-seat
06709895-dd2f-45eb-9756-7f2c1f15ad28,DEREGISTERED,08/11/2022,01/01/2032,18:00:00,c141467e-2e36-4946-9c57-aaadccc8eac3,Ford,7-seat
3068e9f4-c843-41b5-86d3-c4ffdf994fd8,DEREGISTERED,17/11/2022,01/01/2032,16:30:00,1627ab28-63d0-4f92-8f39-82fb13cf2052,Ford,7-seat
18dc5797-871f-4aad-b746-bcbd3b44fe8f,DEREGISTERED,08/11/2022,01/01/2032,18:00:00,5825120a-310f-4614-98c8-a354068f0353,Ford,7-seat
7280e32a-b5e3-4b8d-8104-e70638b891bb,DEREGISTERED,09/11/2022,01/01/2032,12:30:00,90968d1a-d609-46bb-a60a-2db0486990d6,Ford,7-seat
336c51d6-9b8b-4704-92b0-ba10213cbaa9,DEREGISTERED,09/11/2022,01/01/2032,12:30:00,0236ab77-0bb3-4118-9f69-16b82dcf5964,Ford,7-seat
35be56ea-a8c7-4b37-9667-b84a0954ec6a,DEREGISTERED,09/11/2022,01/01/2032,16:00:00,e130041f-f09a-4605-8330-6d4ae9ee0d44,Ford,7-seat
b5444efd-1e79-4150-b15c-46e4b17e7f3d,DEREGISTERED,09/11/2022,01/01/2032,16:00:00,c141467e-2e36-4946-9c57-aaadccc8eac3,Ford,7-seat
3b5c520b-f36e-4c9d-a415-1934a598cb31,DEREGISTERED,09/11/2022,01/01/2032,14:30:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Ford,7-seat
7b0b67d0-dc64-4081-8221-d151895c2263,DEREGISTERED,17/11/2022,01/01/2032,16:00:00,4989e98e-e3a6-428b-bb87-b7371e733f21,Ford,7-seat
240cdf01-62c0-4ffa-8c37-492efd8ab7f0,DEREGISTERED,09/11/2022,01/01/2032,16:30:00,99b8814e-0218-4e13-b0ab-b29fc74ef872,Ford,7-seat
020f678a-7a93-458e-96f8-c518168b9e81,DEREGISTERED,11/11/2022,01/01/2032,12:00:00,90968d1a-d609-46bb-a60a-2db0486990d6,Ford,7-seat
9771321a-50fb-462c-adbe-c99ac996a572,DEREGISTERED,10/11/2022,01/01/2032,12:30:00,75e74cd5-cc8e-4f04-a9c4-1543b79dc7d3,Ford,7-seat
a1fc8454-da69-4402-8858-55faed0f583a,DEREGISTERED,10/11/2022,01/01/2032,17:00:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Ford,7-seat
2e358e09-3a71-49d2-af30-57a3c866b7f9,DEREGISTERED,10/11/2022,01/01/2032,15:00:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Ford,7-seat
b993f30a-97a0-45a8-88a5-11fa258d920c,DEREGISTERED,10/11/2022,01/01/2032,16:00:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Ford,7-seat
26d02345-d863-4606-af7b-12b820e5b848,DEREGISTERED,10/11/2022,01/01/2032,18:00:00,3c39458b-caa3-481c-83a4-b900d9ec39ba,Ford,7-seat
ebac6eb1-44e7-4c4f-aecc-e59a331d236e,DEREGISTERED,10/11/2022,01/01/2032,17:00:00,ad8b4165-ad94-45ab-bba5-d85b7060edad,Ford,7-seat
7f77df54-0f62-4628-97b4-b6abcfbc04ed,DEREGISTERED,10/11/2022,01/01/2032,17:00:00,86b3da58-acbf-4eaa-84be-bb671a91ddf7,Ford,7-seat
35462d22-ce16-4d77-803c-5fa34aa76eb3,DEREGISTERED,11/11/2022,01/01/2032,12:30:00,90968d1a-d609-46bb-a60a-2db0486990d6,Ford,7-seat
9f04ee6d-218d-4a69-9a17-3cf099970649,DEREGISTERED,11/11/2022,01/01/2032,17:30:00,811c4d7e-7b7c-4b0d-bbf3-8932a4d96b17,Ford,7-seat
0f796b2e-a028-402c-aea2-6d280977f292,DEREGISTERED,14/11/2022,01/01/2032,12:00:00,bd521b34-80cb-43bc-8f36-2c40411a67d5,Ford,7-seat
094a3888-ac7c-410c-8a3d-e23e95246c45,DEREGISTERED,16/11/2022,01/01/2032,12:30:00,75e74cd5-cc8e-4f04-a9c4-1543b79dc7d3,Ford,7-seat
b6bbdb0c-030c-47e7-859b-3060cf149d66,DEREGISTERED,16/11/2022,01/01/2032,16:00:00,33f2cd49-046d-435b-b75c-40c8ad2802a8,Ford,7-seat
5a57a1d8-e19d-488c-bc88-02dbcac950fa,DEREGISTERED,16/11/2022,01/01/2032,18:00:00,90968d1a-d609-46bb-a60a-2db0486990d6,Ford,7-seat
4da048d0-566c-4869-b534-476ac6190f32,DEREGISTERED,17/11/2022,01/01/2032,17:00:00,dd50b83f-b6e4-4d16-9e16-e92dbbef91b9,Ford,7-seat
f52d939f-bb99-42ab-8330-2dfbce138a41,DEREGISTERED,29/11/2022,01/01/2032,17:30:00,23c146b7-8c48-4f08-a97c-0459482855ee,Ford,7-seat
20c4c867-316c-42ee-9edc-a77f0c18d522,DEREGISTERED,14/11/2022,01/01/2032,16:00:00,f03fca67-a29a-48eb-9fae-f0bb767ccdae,Ford,7-seat
b2726599-ace8-4362-89db-d0f4852e6c8f,DEREGISTERED,14/11/2022,01/01/2032,18:00:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Ford,7-seat
81ba7def-d6c9-4408-8e06-9e04178af660,DEREGISTERED,15/11/2022,01/01/2032,16:00:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Ford,7-seat
f4aea9e8-9890-4ac5-af6b-a7efc4b707f6,DEREGISTERED,16/11/2022,01/01/2032,12:30:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Ford,7-seat
4875ae33-c250-4339-a384-c96690847073,DEREGISTERED,16/11/2022,01/01/2032,12:00:00,a9452fc8-305a-4b5b-aa40-8186782bfb15,Ford,7-seat
716f10c6-bb98-4a8d-93a1-08c10f81ea68,DEREGISTERED,16/11/2022,01/01/2032,12:00:00,0236ab77-0bb3-4118-9f69-16b82dcf5964,Ford,7-seat
97c3caf9-c1ed-4b97-9ed1-1723a532a339,DEREGISTERED,16/11/2022,01/01/2032,14:30:00,90968d1a-d609-46bb-a60a-2db0486990d6,Ford,7-seat
3a019017-39db-47df-9ea4-fac81a78b517,DEREGISTERED,16/11/2022,01/01/2032,15:00:00,90968d1a-d609-46bb-a60a-2db0486990d6,Ford,7-seat
cacdaca9-b5df-4a2d-954f-202087e71a01,DEREGISTERED,16/11/2022,01/01/2032,17:30:00,4c9c1d95-2a5b-431e-a5c0-20e414f90b43,Ford,7-seat
f8bccf66-9034-4199-b460-4c42a6ce0acb,DEREGISTERED,16/11/2022,01/01/2032,16:00:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Ford,7-seat
aaf74bd7-f32f-4cb0-a58c-2c31eafb2320,DEREGISTERED,16/11/2022,01/01/2032,18:00:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Ford,7-seat
86688389-1096-4dc3-a075-98e2f4d0a204,DEREGISTERED,16/11/2022,01/01/2032,18:00:00,f5b69a89-ff09-43df-b1a3-61954e010bce,Ford,7-seat
18e19e2b-124a-47e5-bb8c-763e12ffc32a,DEREGISTERED,17/11/2022,01/01/2032,18:00:00,9737cf63-bd14-4593-ad25-645855c4fd5b,Ford,7-seat
100c49e8-c0e3-45d0-a4c1-56e6d841dda0,DEREGISTERED,17/11/2022,01/01/2032,14:30:00,80327d77-43ad-4a7e-9a86-2a7aee8feb3b,Ford,7-seat
db69f28c-4646-498b-a77a-01ae6b64185a,DEREGISTERED,17/11/2022,01/01/2032,15:30:00,80327d77-43ad-4a7e-9a86-2a7aee8feb3b,Ford,7-seat
b2083d97-8fc1-4ec6-9627-6fa0233bc19e,DEREGISTERED,17/11/2022,01/01/2032,17:30:00,8cf981cb-66d7-4ef8-ba6d-18b7a547d31c,Ford,7-seat
744af7f5-f442-4b0b-9dac-0c45e19cb9ac,DEREGISTERED,17/11/2022,01/01/2032,18:30:00,80327d77-43ad-4a7e-9a86-2a7aee8feb3b,Ford,7-seat
c326b25c-ca3c-423f-8d14-a941172dfdb0,DEREGISTERED,18/11/2022,01/01/2032,12:00:00,80327d77-43ad-4a7e-9a86-2a7aee8feb3b,Ford,7-seat
cb998e4a-4bba-4f65-a87a-2217e9338e64,DEREGISTERED,17/11/2022,01/01/2032,17:00:00,af2eeb42-34ce-43a4-a88d-d57d9319b642,Ford,7-seat
ad401ae3-d9b4-4f41-920a-2a71af284923,DEREGISTERED,17/11/2022,01/01/2032,18:00:00,af2eeb42-34ce-43a4-a88d-d57d9319b642,Ford,7-seat
871aa0db-d2bd-4875-ae64-a106016b266c,DEREGISTERED,18/11/2022,01/01/2032,17:00:00,b7797876-0aa7-424c-81ad-b102e16c9a56,Ford,7-seat
