uuid,status,start_date,end_date,time,user_uuid,brand,type
421a3530-01b9-4bc8-b6fb-3acad936b605,DEREGISTERED,09/11/2022,01/01/2032,12:00:00,47159c81-f059-4775-a76d-bb531f7ad687,Toyota,5-seat
edf92db5-1678-4ddd-ac9d-30292b7c762a,DEREGISTERED,09/11/2022,01/01/2032,16:00:00,47159c81-f059-4775-a76d-bb531f7ad687,Toyota,5-seat
acd526b1-7681-4ee9-9f3f-2497d7d7370d,DEREGISTERED,09/11/2022,01/01/2032,12:00:00,90968d1a-d609-46bb-a60a-2db0486990d6,Toyota,5-seat
404403cb-66b9-43bf-ada9-ec1f93b71c07,DEREGISTERED,09/11/2022,01/01/2032,16:30:00,90968d1a-d609-46bb-a60a-2db0486990d6,Toyota,5-seat
0af07281-c63a-4df8-ac34-aab6dcdefb88,DEREGISTERED,10/11/2022,01/01/2032,18:30:00,9737cf63-bd14-4593-ad25-645855c4fd5b,Toyota,5-seat
e43bff75-419f-4289-bb29-76e21ef661d9,DEREGISTERED,11/11/2022,01/01/2032,17:30:00,47159c81-f059-4775-a76d-bb531f7ad687,Toyota,5-seat
8635a2ee-5ddc-485a-baed-f1369f2ad50f,DEREGISTERED,17/11/2022,01/01/2032,12:30:00,4b59a3f1-2355-4867-ab35-ddf9085a59b8,Toyota,7-seat
85d740e6-7e29-4357-af95-bda3e4af9d2e,DEREGISTERED,18/11/2022,01/01/2032,12:30:00,75e74cd5-cc8e-4f04-a9c4-1543b79dc7d3,Toyota,7-seat
41e61f0d-6abc-43e8-8a01-2d8ecafe62b8,DEREGISTERED,02/11/2022,01/01/2032,17:00:00,4eafc175-313f-4aab-94a6-5a9f213205b3,Toyota,7-seat
084fd424-ee93-47a1-9834-2d51cb0d19e7,DEREGISTERED,03/11/2022,01/01/2032,14:00:00,83abb97d-72c7-40c6-a740-6da5b3099344,Toyota,7-seat
c09402e4-386b-410e-8d65-5258b002b948,DEREGISTERED,07/11/2022,01/01/2032,16:00:00,4d492cc7-d38b-4efa-aa85-c19a06a69e1b,Honda,7-seat
0f30bb13-f603-40b9-91c7-81e7a4d9d05a,DEREGISTERED,15/11/2022,01/01/2032,16:30:00,4d492cc7-d38b-4efa-aa85-c19a06a69e1b,Honda,7-seat
ae1c76f0-a599-411f-be5c-214bde9f388c,DEREGISTERED,17/11/2022,01/01/2032,16:30:00,4d492cc7-d38b-4efa-aa85-c19a06a69e1b,Honda,7-seat
bd0c66d9-1936-4434-86df-8d731c74fe10,DEREGISTERED,08/12/2022,01/01/2032,15:30:00,33f2cd49-046d-435b-b75c-40c8ad2802a8,Honda,7-seat
ad947d10-9c70-4c8b-a0bc-8a7fcf1dfb65,DEREGISTERED,04/11/2022,01/01/2032,11:30:00,90968d1a-d609-46bb-a60a-2db0486990d6,Honda,7-seat
0dadb8e1-fe5f-44f8-b617-f9aa02d30bf0,DEREGISTERED,04/11/2022,01/01/2032,18:00:00,79d227c8-6f64-49c5-8646-da7434b8d87d,Honda,7-seat
bf8d48af-86cc-46bc-9362-59dd6426ead2,DEREGISTERED,09/11/2022,01/01/2032,18:00:00,90968d1a-d609-46bb-a60a-2db0486990d6,Honda,7-seat
2743c5ad-3dec-4fd8-9449-ba9036e223b5,DEREGISTERED,07/11/2022,01/01/2032,10:30:00,570ad62d-0f93-4bfe-b92b-044903ac3dcb,Honda,7-seat
0e29e7a3-60e3-45df-bf67-a57bddc6a613,DEREGISTERED,07/11/2022,01/01/2032,12:30:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Honda,7-seat
100a577f-886d-48ee-8e62-aad19d741ee0,DEREGISTERED,08/11/2022,01/01/2032,17:30:00,75e74cd5-cc8e-4f04-a9c4-1543b79dc7d3,Honda,7-seat
e0f7c8b2-5508-4299-bb49-ad114884a777,DEREGISTERED,09/11/2022,01/01/2032,12:30:00,75e74cd5-cc8e-4f04-a9c4-1543b79dc7d3,Honda,7-seat
ccbf2dce-164b-4cc6-8f47-e613f7cb59d9,DEREGISTERED,16/11/2022,01/01/2032,12:00:00,75e74cd5-cc8e-4f04-a9c4-1543b79dc7d3,Honda,7-seat
ea0b3fdb-4d86-49e4-8e6f-f7702ec26470,DEREGISTERED,16/11/2022,01/01/2032,16:30:00,4d492cc7-d38b-4efa-aa85-c19a06a69e1b,Honda,7-seat
975c8ba5-f4c2-473f-a16c-c647f3b93425,DEREGISTERED,18/11/2022,01/01/2032,16:30:00,4d492cc7-d38b-4efa-aa85-c19a06a69e1b,Honda,7-seat
0df06e17-8d2e-4be2-adcb-718547147f2c,DEREGISTERED,07/11/2022,01/01/2032,15:30:00,bd521b34-80cb-43bc-8f36-2c40411a67d5,Honda,7-seat
2767c755-2e98-4c93-b910-9701e83b97bc,DEREGISTERED,09/11/2022,01/01/2032,9:00:00,90968d1a-d609-46bb-a60a-2db0486990d6,Honda,7-seat
aff13051-f617-43c6-87d2-17a5555f0f4f,DEREGISTERED,09/11/2022,01/01/2032,12:00:00,6b0d370a-9c98-40c0-b39f-f5cd880c76e9,Honda,7-seat
c1e830a1-2b1d-44dd-96ec-ae929470b2e8,DEREGISTERED,09/11/2022,01/01/2032,17:00:00,6b0d370a-9c98-40c0-b39f-f5cd880c76e9,Honda,7-seat
730a6d8c-3708-4269-9e4b-30d33efe7998,DEREGISTERED,09/11/2022,01/01/2032,10:30:00,90968d1a-d609-46bb-a60a-2db0486990d6,Honda,7-seat
35f0638e-3583-4ae9-a943-076407a65ce6,DEREGISTERED,14/11/2022,01/01/2032,18:00:00,84d24c99-a672-4f6c-a13f-cd8a7f4dbda2,Honda,7-seat
acafaba5-c559-438e-ac6d-f62906edf0d5,DEREGISTERED,17/11/2022,01/01/2032,11:00:00,47159c81-f059-4775-a76d-bb531f7ad687,Honda,7-seat
a2cc9741-75dc-4aba-ac80-80e759f3ff0b,DEREGISTERED,17/11/2022,01/01/2032,18:00:00,0999a934-47a8-4a29-bcd1-0d8437238c68,Honda,7-seat
e0cd2f7d-5225-4e63-829b-ffff9df0ba44,DEREGISTERED,11/11/2022,01/01/2032,12:30:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Honda,7-seat
d5b92644-5029-444d-8f05-d22cab063359,DEREGISTERED,11/11/2022,01/01/2032,18:00:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Honda,7-seat
4e3509f8-b9ca-4c93-994c-3d2824138835,DEREGISTERED,14/11/2022,01/01/2032,11:00:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Honda,7-seat
37db968d-c484-416d-84f3-549bdca6a8b6,DEREGISTERED,14/11/2022,01/01/2032,12:00:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Honda,7-seat
853172ba-4b34-4f26-a9f8-1a829d395096,DEREGISTERED,15/11/2022,01/01/2032,17:00:00,90968d1a-d609-46bb-a60a-2db0486990d6,Honda,7-seat
19ee0fe0-cee6-4dba-8958-5fee81bedc29,DEREGISTERED,15/11/2022,01/01/2032,18:00:00,90968d1a-d609-46bb-a60a-2db0486990d6,Honda,7-seat
7d94af6d-f989-41b2-b938-d5d7d10a97ab,DEREGISTERED,15/11/2022,01/01/2032,11:30:00,80327d77-43ad-4a7e-9a86-2a7aee8feb3b,Honda,7-seat
d5964fe8-2391-4513-adc1-21a5e7e3162f,DEREGISTERED,15/11/2022,01/01/2032,11:30:00,48f21c17-f403-41b0-b09d-b848fb1f5130,Honda,7-seat
3d6a923e-b35b-4c62-b775-65371654f608,DEREGISTERED,16/11/2022,01/01/2032,12:00:00,7dbc1f90-80cf-468a-bf65-0dc28360aa65,Honda,7-seat
5965e9a0-6091-4ad0-b87a-7d97cd2132da,DEREGISTERED,16/11/2022,01/01/2032,18:00:00,90968d1a-d609-46bb-a60a-2db0486990d6,Honda,7-seat
299ba993-d1fe-4797-a564-84fc7c38c319,DEREGISTERED,16/11/2022,01/01/2032,18:00:00,13d2992c-3a76-49eb-810f-8e182059fc03,Honda,7-seat
d1fd00d9-9cb4-4dc6-95a6-7f5a8fb96395,DEREGISTERED,18/11/2022,01/01/2032,18:00:00,4b59a3f1-2355-4867-ab35-ddf9085a59b8,Honda,7-seat
1b3cf54a-17b4-4940-b245-4079bf19e663,DEREGISTERED,17/11/2022,01/01/2032,16:30:00,705a6537-b8ea-4c4d-be6a-2a2174f2e5b5,Honda,7-seat
d5005304-5bad-4ef4-bb62-d8ef9be24e6d,DEREGISTERED,18/11/2022,01/01/2032,13:00:00,4d492cc7-d38b-4efa-aa85-c19a06a69e1b,Honda,7-seat
