uuid,status,start_date,end_date,time,user_uuid,brand,type
4636473c-e8d2-4b77-94d2-e3af166399e2,REGISTERED,04/11/2022,01/01/2032,14:30:00,79d227c8-6f64-49c5-8646-da7434b8d87d,Toyota,5-seat
cfaa29f5-5807-4595-8171-6adde368d55d,REGISTERED,09/11/2022,01/01/2032,18:00:00,90968d1a-d609-46bb-a60a-2db0486990d6,Toyota,5-seat
014b4679-e8db-46b4-ae5f-77ca3c44cc2b,REGISTERED,10/11/2022,01/01/2032,17:41:20,75e74cd5-cc8e-4f04-a9c4-1543b79dc7d3,Toyota,5-seat
06098412-d4bc-4643-b097-06fd549dc908,REGISTERED,25/11/2022,01/01/2032,11:00:00,47159c81-f059-4775-a76d-bb531f7ad687,Ford,5-seat
adf788cf-18bf-403d-906b-1b14f44881e3,REGISTERED,12/12/2022,01/01/2032,18:00:00,9737cf63-bd14-4593-ad25-645855c4fd5b,Ford,7-seat
333f58a0-5132-4bb9-9bde-7fe1bdba3643,REGISTERED,16/12/2022,01/01/2032,17:30:00,9737cf63-bd14-4593-ad25-645855c4fd5b,Ford,7-seat
a0339f5f-aff7-4010-9c4e-af183b9d6224,REGISTERED,01/12/2022,01/01/2032,15:30:00,90968d1a-d609-46bb-a60a-2db0486990d6,Ford,7-seat
8df05208-5c45-46ab-a7da-ef0c39c7423d,REGISTERED,09/11/2022,01/01/2032,11:30:00,90968d1a-d609-46bb-a60a-2db0486990d6,Ford,7-seat
1a422655-7786-4797-a348-1095cf67b1b7,REGISTERED,17/11/2022,01/01/2032,16:00:00,90968d1a-d609-46bb-a60a-2db0486990d6,Ford,7-seat
cb0fdbac-4c6f-4786-93d0-78e48c058a3a,REGISTERED,09/11/2022,01/01/2032,16:00:00,90968d1a-d609-46bb-a60a-2db0486990d6,Ford,7-seat
eb367980-15c3-4923-8bce-3ce6c53781a4,REGISTERED,09/11/2022,01/01/2032,18:16:40,7dbc1f90-80cf-468a-bf65-0dc28360aa65,Ford,7-seat
c5566d4a-9d72-43c7-a5ce-1dc039180945,REGISTERED,08/12/2022,01/01/2032,18:00:00,90968d1a-d609-46bb-a60a-2db0486990d6,Ford,7-seat
1e8ec7fd-decc-4769-83ae-fa2fc2731ea7,REGISTERED,09/12/2022,01/01/2032,18:00:00,90968d1a-d609-46bb-a60a-2db0486990d6,Ford,7-seat
40142f7d-de1d-49f0-a67a-dd572e9a8353,REGISTERED,10/11/2022,01/01/2032,10:30:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Ford,7-seat
759b72d3-f09f-4be5-a4cf-c8db2bfa311f,REGISTERED,10/11/2022,01/01/2032,12:00:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Ford,7-seat
ae6d09f6-7efc-4d28-8a07-8fa4cc58e5cf,REGISTERED,24/11/2022,01/01/2032,18:00:00,0999a934-47a8-4a29-bcd1-0d8437238c68,Ford,7-seat
a898ed09-f1d7-4b8e-9e25-3e0a7b008e4b,REGISTERED,13/12/2022,01/01/2032,16:00:00,47159c81-f059-4775-a76d-bb531f7ad687,Ford,7-seat
d35e207f-2172-4a6d-83ea-6158d271a66e,REGISTERED,14/11/2022,01/01/2032,12:00:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Ford,7-seat
c5085cde-1bcc-458b-9761-5761d6bf0728,REGISTERED,23/11/2022,01/01/2032,16:00:00,8cf981cb-66d7-4ef8-ba6d-18b7a547d31c,Ford,7-seat
f551890d-8396-4ba6-aab1-f3f08197c48a,REGISTERED,15/11/2022,01/01/2032,18:00:00,90968d1a-d609-46bb-a60a-2db0486990d6,Ford,7-seat
a1e55511-2662-4ab7-9758-49bb0e8665c5,REGISTERED,17/11/2022,01/01/2032,9:30:00,7dbc1f90-80cf-468a-bf65-0dc28360aa65,Ford,7-seat
28b1a7dc-a593-4c20-b3d8-a5c6f36bb51e,REGISTERED,16/11/2022,01/01/2032,16:30:00,4d492cc7-d38b-4efa-aa85-c19a06a69e1b,Ford,7-seat
f4135137-9cf8-4356-85cd-9cdd703b4b0e,REGISTERED,06/12/2022,01/01/2032,10:30:00,4b59a3f1-2355-4867-ab35-ddf9085a59b8,Ford,7-seat
