uuid,status,start_date,end_date,time,user_uuid,brand,type
0b75e15e-3ea5-4560-96c1-db71a9aec3de,REGISTERED,15/11/2022,01/01/2032,17:30:00,90968d1a-d609-46bb-a60a-2db0486990d6,Toyota,5-seat
8cfb11d1-af20-4b4c-ad43-59c4a6bf0bf5,REGISTERED,22/11/2022,01/01/2032,17:00:00,96d9242e-13a6-4f82-ad53-62964a07c90f,Toyota,5-seat
c7b6b812-d8f2-4eb4-8ed9-646ec7032428,REGISTERED,11/11/2022,01/01/2032,12:30:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Toyota,5-seat
a713d413-5c60-4e75-a8ec-30b902f8ec92,REGISTERED,11/11/2022,01/01/2032,17:30:00,4eafc175-313f-4aab-94a6-5a9f213205b3,Toyota,5-seat
3305e573-8623-4fe0-85a5-42f635ba1220,REGISTERED,14/11/2022,01/01/2032,12:00:00,4eafc175-313f-4aab-94a6-5a9f213205b3,Toyota,5-seat
5f6b1cb8-331a-4ed7-8f26-de10a1c4d83d,REGISTERED,23/11/2022,01/01/2032,11:30:00,bd521b34-80cb-43bc-8f36-2c40411a67d5,Toyota,5-seat
4bb6f152-e2be-43e7-b1e6-cd2b2579541e,REGISTERED,14/11/2022,01/01/2032,22:58:18,e15516a9-feef-48e7-9d9d-f3ad24dc2095,Toyota,5-seat
84f8da9d-ed25-4e50-9d17-719eac41886b,REGISTERED,15/11/2022,01/01/2032,11:00:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Toyota,5-seat
74c9e127-95c9-4ef9-b4ac-d7c0bcf3cb5d,REGISTERED,17/11/2022,01/01/2032,12:30:00,75e74cd5-cc8e-4f04-a9c4-1543b79dc7d3,Toyota,5-seat
fa16a7d2-0f7d-48a6-b997-1c813afd1170,REGISTERED,15/11/2022,01/01/2032,15:00:00,f03fca67-a29a-48eb-9fae-f0bb767ccdae,Toyota,5-seat
9af6dfd1-f45e-4482-b7a1-1a3aee2a5bcb,REGISTERED,15/11/2022,01/01/2032,16:00:00,af6dd0e1-0af3-4b5e-b183-d5d98ca9d224,Toyota,5-seat
db408db9-750d-474a-a646-dc4629fa3a35,REGISTERED,15/11/2022,01/01/2032,18:00:00,0a6af742-d6d9-492a-9f2d-9088c3b3e468,Toyota,7-seat
969f8d0e-f6f3-4adc-bfeb-1284b0211c95,REGISTERED,29/11/2022,01/01/2032,11:30:00,e1559337-1349-41a4-810f-65347f57eb8b,Toyota,7-seat
235afe41-1f9d-48bb-9629-507f8064306b,REGISTERED,21/11/2022,01/01/2032,15:00:00,391e8292-adf0-41ba-b237-787207abb42d,Ford,7-seat
f34c641d-9d87-4ade-9b40-9dd46025b530,REGISTERED,16/11/2022,01/01/2032,17:00:00,0236ab77-0bb3-4118-9f69-16b82dcf5964,Ford,7-seat
e69a9a80-d4fb-4ac3-ac57-74224f5b2d09,REGISTERED,16/11/2022,01/01/2032,17:30:00,4c9c1d95-2a5b-431e-a5c0-20e414f90b43,Ford,7-seat
4164ac1c-02ff-4c97-a264-6bb5b5a6fe9a,REGISTERED,16/11/2022,01/01/2032,18:00:00,1b92de8b-2d01-4e12-bc2b-ae657b752428,Ford,7-seat
6853a80b-ffea-419f-adde-dc746916ece0,REGISTERED,14/12/2022,01/01/2032,16:00:00,ea947367-4a97-48ae-87f1-a40a5862eb77,Ford,7-seat
318c6b44-6b00-4f0e-b2a2-c7e4b3c7d3a7,REGISTERED,22/11/2022,01/01/2032,12:30:00,fde721a9-744c-4584-880b-b6e874931b86,Ford,7-seat
6c31c3cc-da0b-4a27-9f04-9b4566e18ef8,REGISTERED,23/11/2022,01/01/2032,16:00:00,ac35df24-6e5d-4276-a4b4-0cc7c412fa81,Ford,7-seat
50338906-0073-498d-9787-c88fa8182510,REGISTERED,22/11/2022,01/01/2032,12:00:00,90968d1a-d609-46bb-a60a-2db0486990d6,Ford,7-seat
020547e4-0fad-4e6a-8c5c-678eb5d5b701,REGISTERED,23/11/2022,01/01/2032,16:30:00,90968d1a-d609-46bb-a60a-2db0486990d6,Ford,7-seat
d30db0e5-a36c-4ada-be98-850257356cc7,REGISTERED,25/11/2022,01/01/2032,12:00:00,90968d1a-d609-46bb-a60a-2db0486990d6,Ford,7-seat
5b52440f-8aa0-49de-bb92-ce09c975a8d1,REGISTERED,30/11/2022,01/01/2032,10:00:00,39d36fa9-539b-48c7-9ff5-71bd46e600b6,Ford,7-seat
5cda0885-7172-4248-9cf4-79a828c1c4db,REGISTERED,30/11/2022,01/01/2032,15:30:00,39d36fa9-539b-48c7-9ff5-71bd46e600b6,Ford,7-seat
8b458aa5-04cd-4272-9f42-1a1ad91d854c,REGISTERED,07/12/2022,01/01/2032,10:30:00,39d36fa9-539b-48c7-9ff5-71bd46e600b6,Ford,7-seat
35f97d72-9fb6-418a-a9d8-64a33ff55291,REGISTERED,22/11/2022,01/01/2032,18:00:00,12602439-8716-47ba-b565-f72f77a430e3,Ford,7-seat
e161719e-2e5c-4c39-b308-7bbe36c845cb,REGISTERED,07/12/2022,01/01/2032,15:30:00,39d36fa9-539b-48c7-9ff5-71bd46e600b6,Ford,7-seat
